UKPRN,ProviderName,ProviderType,Breakdown_code,Breakdown,Completions_2014,Completions_2015,Sustained_Employment_Rate_2014,Sustained_Employment_Rate_2015,Sustained_Learning_Rate_2014,Sustained_Learning_Rate_2015,Sustained_Positive_Destination_Rate_2014,Sustained_Positive_Destination_Rate_2015,Learning_Rate_2014,Learning_Rate_2015,Positive_Destination_Rate_2014,Positive_Destination_Rate_2015,Benefit_Learners_Completions_2014,Benefit_Learners_Completions_2015,Benefit_Learners_Sustained_Employment_Rate_2014,Benefit_Learners_Sustained_Employment_Rate_2015
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Age,25 - 49,1660,1100,51,57,14,19,57,63,38,35,72,71,1100,570,43,43
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Age,50+,370,320,46,54,6,5,48,54,32,28,66,64,270,160,37,30
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Provision,Skills,3050,2160,51,56,17,21,58,63,42,38,73,71,2070,1110,44,43
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Provision,Apprenticeship,370,310,87,84,46,35,91,89,54,45,92,92,30,30,x,x
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Level 4+,10,x,x,x,25,x,92,x,33,x,92,x,x,.,x,.
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Full Level 3,410,490,75,73,40,38,87,86,54,47,92,89,40,50,43,65
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Level 3 - Other,80,x,70,x,17,x,77,x,32,x,82,x,20,.,x,.
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Full Level 2,940,720,71,73,34,33,80,79,54,52,88,85,310,140,58,49
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Level 2 - Other,350,270,51,72,13,21,55,76,43,38,74,82,290,110,48,62
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),1630,980,41,39,9,8,46,43,35,25,64,54,1440,850,41,39
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,380,440,49,42,25,19,59,51,53,35,77,62,210,250,40,33
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,2990,2030,56,63,20,23,62,69,42,39,75,76,1860,900,45,46
10002917,HARTLEPOOL COLLEGE OF FURTHER EDUCATION,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,50,.,71,.,23,.,73,.,52,.,88,.,20,.,x,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,All,All,10,20,x,x,23,44,85,78,31,61,85,89,x,x,x,x
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Gender,Female,x,x,x,x,x,x,x,x,x,x,x,x,x,.,x,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Gender,Male,x,10,x,x,x,38,x,69,x,54,x,85,.,x,.,x
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Age,19 - 24,x,20,x,x,x,44,x,78,x,61,x,89,x,x,x,x
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Age,25 - 49,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Age,50+,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Provision,Skills,10,20,x,x,23,50,85,75,31,69,85,88,x,x,x,x
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Provision,Apprenticeship,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Level 4+,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Full Level 3,x,10,x,x,x,58,x,67,x,75,x,83,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Full Level 2,.,x,.,x,.,x,.,x,.,x,.,x,.,x,.,x
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Below level 2 (excl. Traineeships),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,x,10,x,x,x,43,x,79,x,64,x,93,x,x,x,x
10002918,HARTLEPOOL SIXTH FORM COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002919,HARTPURY COLLEGE,Special Colleges,All,All,1910,1740,85,86,9,7,88,88,13,10,88,89,30,50,x,73
10002919,HARTPURY COLLEGE,Special Colleges,Gender,Female,170,230,65,74,30,20,82,82,35,24,84,84,x,10,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Gender,Male,1750,1510,87,88,7,6,88,89,11,8,89,89,30,30,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Age,Under 19,50,30,40,x,60,48,81,81,62,56,83,85,.,.,.,.
10002919,HARTPURY COLLEGE,Special Colleges,Age,19 - 24,310,310,81,79,29,22,89,85,34,28,90,86,x,10,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Age,25 - 49,1390,1260,87,89,4,4,88,89,8,6,88,90,20,30,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Age,50+,160,140,87,88,x,x,87,88,x,3,87,88,x,x,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Provision,Skills,1850,1710,86,87,8,7,88,88,11,9,88,89,30,50,x,73
10002919,HARTPURY COLLEGE,Special Colleges,Provision,Apprenticeship,60,40,47,46,52,43,81,74,56,49,83,77,.,.,.,.
10002919,HARTPURY COLLEGE,Special Colleges,Level,Level 4+,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002919,HARTPURY COLLEGE,Special Colleges,Level,Full Level 3,120,120,59,63,50,22,87,76,54,28,89,79,.,x,.,x
10002919,HARTPURY COLLEGE,Special Colleges,Level,Level 3 - Other,10,10,x,x,x,x,92,92,x,x,92,92,x,x,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Level,Full Level 2,760,850,85,87,8,7,87,88,13,9,87,89,x,20,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Level,Level 2 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002919,HARTPURY COLLEGE,Special Colleges,Level,Below level 2 (excl. Traineeships),1010,760,87,89,5,5,89,90,8,8,89,90,20,20,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002919,HARTPURY COLLEGE,Special Colleges,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,180,160,75,74,12,9,80,78,16,14,82,81,x,x,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,1510,1400,86,87,10,7,89,89,14,10,89,89,30,30,x,x
10002919,HARTPURY COLLEGE,Special Colleges,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,230,180,87,89,4,9,88,90,6,10,88,90,x,x,x,x
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,All,All,2480,2420,55,61,18,24,63,70,29,38,69,74,1350,710,46,46
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Gender,Female,810,1190,59,64,29,28,71,75,39,43,75,79,290,220,47,53
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Gender,Male,1670,1230,53,58,13,21,59,65,24,33,66,70,1060,490,45,43
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Age,Under 19,80,140,70,63,47,41,89,81,56,52,89,85,.,x,.,x
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Age,19 - 24,790,880,57,62,27,28,69,73,39,42,74,78,340,230,51,51
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Age,25 - 49,1270,1120,55,62,14,22,62,68,24,36,67,73,740,360,44,45
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Age,50+,330,280,45,54,6,12,48,59,17,25,55,63,260,120,43,42
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Provision,Skills,2330,1940,54,58,17,24,61,67,28,39,67,72,1340,670,46,45
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Provision,Apprenticeship,150,480,77,73,34,25,89,81,39,32,89,82,x,30,x,x
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Level 4+,30,20,x,x,36,69,88,100,40,69,88,100,x,x,x,x
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Full Level 3,300,400,63,66,46,36,84,81,56,44,86,83,x,50,x,57
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Level 3 - Other,20,20,x,x,x,33,64,87,29,60,71,93,.,x,.,x
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Full Level 2,440,810,68,71,31,27,79,80,40,36,83,82,100,90,60,69
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Level 2 - Other,150,230,59,64,16,26,62,71,29,51,69,79,60,70,33,47
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),1550,940,49,50,9,16,54,56,21,32,61,62,1170,500,45,41
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Level,Traineeships,.,20,.,x,.,33,.,52,.,57,.,71,.,x,.,x
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,430,430,40,42,21,22,54,54,31,35,61,62,230,180,41,34
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,2000,1920,58,65,18,25,65,73,29,38,71,77,1090,520,47,50
10002923,SUSSEX COAST COLLEGE HASTINGS,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,60,80,52,73,13,27,54,77,27,39,61,80,30,x,x,x
10002929,HAVANT COLLEGE,Other,All,All,480,380,62,63,20,18,69,68,42,31,80,74,180,120,37,38
10002929,HAVANT COLLEGE,Other,Gender,Female,330,280,68,66,23,21,76,71,45,33,85,76,90,70,41,36
10002929,HAVANT COLLEGE,Other,Gender,Male,150,110,48,55,11,10,53,60,36,25,68,69,90,50,33,40
10002929,HAVANT COLLEGE,Other,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002929,HAVANT COLLEGE,Other,Age,19 - 24,80,60,66,62,29,24,78,67,48,31,88,73,30,20,x,x
10002929,HAVANT COLLEGE,Other,Age,25 - 49,300,220,65,68,20,20,72,73,41,32,81,78,90,50,40,49
10002929,HAVANT COLLEGE,Other,Age,50+,100,110,49,54,11,10,53,56,41,29,71,66,60,50,37,28
10002929,HAVANT COLLEGE,Other,Provision,Skills,450,350,60,61,18,18,67,66,42,31,79,72,180,120,37,38
10002929,HAVANT COLLEGE,Other,Provision,Apprenticeship,30,30,x,x,37,19,93,84,40,38,93,94,x,x,x,x
10002929,HAVANT COLLEGE,Other,Level,Level 4+,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002929,HAVANT COLLEGE,Other,Level,Full Level 3,40,40,79,89,31,18,95,95,44,21,95,95,.,.,.,.
10002929,HAVANT COLLEGE,Other,Level,Level 3 - Other,20,.,x,.,16,.,42,.,63,.,89,.,10,.,x,.
10002929,HAVANT COLLEGE,Other,Level,Full Level 2,190,140,77,63,15,17,81,71,36,33,87,76,40,30,57,x
10002929,HAVANT COLLEGE,Other,Level,Level 2 - Other,130,120,42,61,17,23,50,64,37,34,64,70,90,50,35,38
10002929,HAVANT COLLEGE,Other,Level,Below level 2 (excl. Traineeships),100,90,58,54,28,11,67,55,56,30,81,69,40,50,28,35
10002929,HAVANT COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002929,HAVANT COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,70,60,38,36,26,17,57,51,53,27,75,58,40,30,22,x
10002929,HAVANT COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,410,320,66,69,18,17,71,71,40,31,81,77,140,80,41,40
10002929,HAVANT COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,All,All,4620,5690,65,73,19,17,73,79,34,31,78,82,1350,900,50,56
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Gender,Female,2690,3850,67,75,20,16,76,80,36,30,80,83,550,470,53,61
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Gender,Male,1930,1840,62,70,18,21,69,77,32,31,75,80,800,430,49,50
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Age,Under 19,30,50,x,78,42,27,91,86,55,45,97,92,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Age,19 - 24,1330,1300,64,68,33,32,78,81,44,43,82,84,350,160,52,50
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Age,25 - 49,2490,3650,68,75,16,14,75,79,34,28,80,82,740,560,52,59
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Age,50+,780,690,55,72,6,7,58,73,17,21,63,77,250,190,45,51
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Provision,Skills,4490,5530,64,73,19,17,72,78,34,31,77,82,1350,900,50,56
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Provision,Apprenticeship,140,160,86,89,30,30,91,92,37,36,93,92,x,x,x,x
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Level 4+,10,x,x,x,x,x,93,x,x,x,93,x,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Full Level 3,440,450,66,70,41,42,85,86,47,48,87,88,30,30,x,x
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Level 3 - Other,50,10,85,x,17,x,85,91,19,x,88,91,x,.,x,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Full Level 2,2520,4720,76,77,21,15,83,81,38,29,87,84,420,590,64,63
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Level 2 - Other,50,20,79,x,46,63,85,88,58,67,88,92,x,10,x,x
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Below level 2 (excl. Traineeships),1550,470,45,33,11,16,52,45,24,26,60,52,890,260,44,37
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Level,Traineeships,.,20,.,x,.,19,.,75,.,50,.,94,.,.,.,.
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,790,730,48,56,26,21,63,67,41,35,70,73,240,180,39,47
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,3760,4900,69,76,18,17,75,80,33,30,80,83,1100,720,53,58
10002935,HAVERING COLLEGE OF FURTHER AND HIGHER EDUCATION,General FE College incl Tertiary,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,80,60,58,71,15,17,65,79,22,32,68,86,10,x,x,x
10002937,HAVERING SIXTH FORM COLLEGE,Other,All,All,10,x,x,x,67,x,83,x,75,x,92,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Gender,Female,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Gender,Male,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Age,19 - 24,10,x,x,x,67,x,83,x,75,x,92,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Provision,Skills,10,x,x,x,67,x,83,x,75,x,92,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Full Level 3,10,x,x,x,67,x,83,x,75,x,92,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Below level 2 (excl. Traineeships),.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002937,HAVERING SIXTH FORM COLLEGE,Other,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,All,All,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Gender,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Gender,Male,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Age,19 - 24,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Provision,Skills,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Full Level 2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Level 2 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002948,HAYDON TRAINING SERVICES LIMITED,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,All,All,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Gender,Female,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Gender,Male,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Age,Under 19,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Age,19 - 24,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Age,25 - 49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Age,50+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Provision,Skills,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Provision,Apprenticeship,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Level 4+,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Full Level 3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Level 3 - Other,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Full Level 2,.,x,.,x,.,x,.,x,.,x,.,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Level 2 - Other,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Below level 2 (excl. Traineeships),x,.,x,.,x,.,x,.,x,.,x,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Level,Traineeships,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,No Learning Difficulties/Disability,x,x,x,x,x,x,x,x,x,x,x,x,.,.,.,.
10002960,HEAD TO HEAD TRAINING,Private Sector Public Funded,Learners with Learning Difficulties and/or Disabilities,Not Known/Not Provided,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002976,HEART OF ENGLAND TRAINING LIMITED,Private Sector Public Funded,All,All,610,550,77,77,21,19,82,80,34,31,87,83,60,60,51,57
10002976,HEART OF ENGLAND TRAINING LIMITED,Private Sector Public Funded,Gender,Female,450,400,77,74,23,20,83,78,36,35,87,81,40,40,57,55
10002976,HEART OF ENGLAND TRAINING LIMITED,Private Sector Public Funded,Gender,Male,160,140,77,84,14,15,82,87,29,22,87,89,20,20,x,x
10002976,HEART OF ENGLAND TRAINING LIMITED,Private Sector Public Funded,Age,Under 19,190,140,80,79,36,27,86,85,56,41,92,87,.,x,.,x
10002976,HEART OF ENGLAND TRAINING LIMITED,Private Sector Public Funded,Age,19 - 24,290,310,75,77,18,18,81,80,30,31,87,83,40,40,51,64
